1.249705911806429370e-01	-6.016996390948155415e+00	8.228317046315406502e-01
4.440925312318346196e-01	-6.681549942130730280e+00	9.348060025719209243e-01
6.520665607454977364e-01	-7.082814535992908667e+00	9.573014902543620641e-01
8.137950119662383797e-01	-7.417890332492950378e+00	9.690591811248506771e-01
9.482618870144413625e-01	-7.724577230949081219e+00	9.730382607484568958e-01
8.097111595454284938e-01	-7.804662107031810514e+00	9.828517409746737599e-01
8.505192080336110294e-01	-8.035980842068966012e+00	9.903460283714098367e-01
8.620279563176439508e-01	-8.259761512602052491e+00	9.951142557753149820e-01
8.428053985043681973e-01	-8.449154317323801067e+00	9.989950004443683973e-01
6.741356885504515839e-01	-8.557673407228637785e+00	1.020066842762838322e+00
6.543057555524068869e-01	-8.771100151825805824e+00	1.024921192718536433e+00
6.214626064198298661e-01	-8.977470983975198493e+00	1.028130183882859816e+00
5.816089641736086335e-01	-9.194991545804082733e+00	1.027792221598081701e+00
4.716429045421676181e-01	-9.365611811458665059e+00	1.027968764141568458e+00
4.259449701935919541e-01	-9.568594350384167058e+00	1.021120108671941917e+00
3.723756976632809357e-01	-9.760997325797889701e+00	1.015330488257966346e+00
3.171110180371926046e-01	-9.951028140618040752e+00	1.009462178315908787e+00
2.560069336029752174e-01	-1.012190995511543612e+01	1.009556373638067273e+00
2.053395778583540499e-01	-1.029751708377019881e+01	1.011897484886886023e+00
1.500188850244910110e-01	-1.045736472479677204e+01	1.020200312672606469e+00
9.754568585070648445e-02	-1.059793470548405026e+01	1.036508245571866382e+00
7.198129400507785602e-02	-1.072211553446437193e+01	1.067569478407008665e+00
1.603658162552178829e-02	-1.083450611847199063e+01	1.093277344586733424e+00
-3.909385434352933425e-02	-1.093735983931996003e+01	1.119053010939865977e+00
-9.635309601616648401e-02	-1.105040414321529774e+01	1.147212392051641050e+00
-8.934054307482028334e-02	-1.114777176046943374e+01	1.190089661526560816e+00
-1.362721110886964682e-01	-1.125624158019856935e+01	1.231064612419922710e+00
-1.825654107472033105e-01	-1.136588247090508474e+01	1.272311720486350994e+00
-2.324579595709612423e-01	-1.148579147689646796e+01	1.313131011605314979e+00
-2.050076489796908707e-01	-1.159404621088040876e+01	1.351114368923459930e+00
-2.463659978103279469e-01	-1.171737352122090847e+01	1.385743538419746734e+00
-2.823852801976561300e-01	-1.184651844390219111e+01	1.420029041989069540e+00
-3.139467849763513119e-01	-1.197306561961118732e+01	1.451122400463225937e+00
-2.766752070841352329e-01	-1.210090121708178756e+01	1.483535184111635541e+00
-3.043236378006662357e-01	-1.223822545364429892e+01	1.514671664066004286e+00
-3.379057502557286652e-01	-1.238347389408119170e+01	1.542993262199686244e+00
-3.816538316431512534e-01	-1.254820181855796513e+01	1.571364615708278567e+00
-3.677297737514213516e-01	-1.271420686059409810e+01	1.602188643903723175e+00
-4.117762327489049023e-01	-1.286357696258708572e+01	1.626626364743934738e+00
-4.662065825589886692e-01	-1.302114597757765857e+01	1.651938909666462729e+00
-5.242089846455572077e-01	-1.317405814137131692e+01	1.681728448830894562e+00
-5.266837273765344607e-01	-1.332407292603122784e+01	1.720454637104911866e+00
-5.782388335116187550e-01	-1.346319208733579842e+01	1.753392075663049221e+00
-6.319959811068488476e-01	-1.360736483556071796e+01	1.789315980541214879e+00
-6.753272443052621421e-01	-1.374250356029909170e+01	1.830805756744800838e+00
-6.721044319183532290e-01	-1.387478937442859106e+01	1.882337574393970758e+00
-7.138693535768896314e-01	-1.400967346597523466e+01	1.925577615171014889e+00
-7.549233295107576902e-01	-1.414501954586109633e+01	1.970626359191737009e+00
-7.961308117112426697e-01	-1.428613007607651930e+01	2.018703918547982479e+00
-7.961835701370166829e-01	-1.443133598728514144e+01	2.078524494099047715e+00
-8.445630292292773955e-01	-1.457170763880895237e+01	2.139195706889549520e+00
-9.006041911701718750e-01	-1.472174071410513108e+01	2.206411282857769773e+00
-9.002659153555084837e-01	-1.485576186050943015e+01	2.271358719567368567e+00
-9.434573462087773033e-01	-1.498711014685015996e+01	2.331523862874810504e+00
-9.784516771136915203e-01	-1.511427114215142176e+01	2.393579880643155189e+00
-1.013676709824781419e+00	-1.524903478513272859e+01	2.462658216823677915e+00
-9.969388302618592546e-01	-1.536837369894650429e+01	2.531159112225747965e+00
-1.021059192513829261e+00	-1.549660646698756139e+01	2.601899125495767962e+00
-1.044934724092330791e+00	-1.563390905797212582e+01	2.674593750674080450e+00
-1.066849475511842060e+00	-1.577483208874438425e+01	2.752317070618255812e+00
-1.050505756558838488e+00	-1.589743681623893679e+01	2.830457128271634648e+00
-1.068238831450186721e+00	-1.603763951387303521e+01	2.910030306427351388e+00
-1.082693134201010876e+00	-1.617408793991538829e+01	2.985629280149313391e+00
-1.098970604457176536e+00	-1.632032542431438671e+01	3.063047228136289934e+00
-1.093638725065708028e+00	-1.646616990644024980e+01	3.155534712527472418e+00
-1.113400702335344494e+00	-1.659354655787394961e+01	3.231815701377578787e+00
-1.134932097311610599e+00	-1.670885030136075144e+01	3.303747461159569632e+00
-1.155553121349487178e+00	-1.681678947288547832e+01	3.374341759035649702e+00
-1.151460378534830076e+00	-1.690751769218797662e+01	3.450352761312006855e+00
-1.171555202936990669e+00	-1.701190995381072568e+01	3.514626360221824175e+00
-1.191742328204684842e+00	-1.710954364166226682e+01	3.571473457639206206e+00
-1.214500067639426195e+00	-1.720729770100408018e+01	3.624901623279502605e+00
-1.211348567940814469e+00	-1.728998075626277497e+01	3.682194203524831622e+00
-1.235914911601488031e+00	-1.738528615597874705e+01	3.726942190304856073e+00
-1.256109634483838944e+00	-1.747607868778844420e+01	3.767078748796712340e+00
-1.255536580633774824e+00	-1.754621190736304470e+01	3.811088471932928989e+00
-1.276881201530688736e+00	-1.761183913194007644e+01	3.843153147518091117e+00
-1.299621635866405445e+00	-1.766340809835756431e+01	3.869215321101907357e+00
-1.321594775474952188e+00	-1.769986950454874020e+01	3.889374447138319368e+00
-1.308459285711045306e+00	-1.769833722011697930e+01	3.913163610277394344e+00
-1.320881485631292485e+00	-1.770276413035499985e+01	3.924940557045549561e+00
-1.332684808279900768e+00	-1.769712413815605245e+01	3.930619230630698624e+00
-1.316478226647392002e+00	-1.765485641068378087e+01	3.933805931717218929e+00
-1.334292402977833580e+00	-1.762266710097062017e+01	3.926011445192968186e+00
-1.348474535700873167e+00	-1.757360700867916847e+01	3.914501817411427886e+00
-1.362183358701232638e+00	-1.750917014314513054e+01	3.901418218103135604e+00
-1.374355661130052919e+00	-1.742829831981430644e+01	3.885285543798257635e+00
-1.357404828204751945e+00	-1.731060150353966520e+01	3.866433660065216493e+00
-1.373109867677447582e+00	-1.719583290212853655e+01	3.828594493907536034e+00
-1.379960272498490736e+00	-1.708389279993850352e+01	3.794401041626950022e+00
-1.356962976639548568e+00	-1.693621829649395139e+01	3.764969101057104250e+00
-1.358013530285495873e+00	-1.680076994872806040e+01	3.723117662479071832e+00
-1.358544772332207051e+00	-1.665912817700678517e+01	3.673160893692458018e+00
-1.351810219599153040e+00	-1.651902827330682655e+01	3.621553018827665227e+00
-1.316224569273854339e+00	-1.634881340447537212e+01	3.573186092834352401e+00
-1.307673284804460323e+00	-1.619865326206764422e+01	3.509750984008073615e+00
-1.296967392618930903e+00	-1.604897486829489850e+01	3.443546562350488838e+00
-1.285863585930749231e+00	-1.588396146516490681e+01	3.365051860342728851e+00
-1.254443352357472508e+00	-1.568979424541497636e+01	3.292553188381894813e+00
-1.243216673126634086e+00	-1.552155234253571159e+01	3.215873851860171495e+00
-1.230904090331691236e+00	-1.534656895613439609e+01	3.134433286052101142e+00
-1.204631853787073270e+00	-1.515077170521990979e+01	3.056891462557226991e+00
-1.192524580862968753e+00	-1.498467684061521865e+01	2.979876584582386023e+00
-1.178962931875207287e+00	-1.480050113015266966e+01	2.900737971165423090e+00
-1.164436911196518931e+00	-1.460715611302022054e+01	2.819534861518126601e+00
-1.149076867867469653e+00	-1.440770447896440132e+01	2.747986749726925915e+00
-1.131664342855301930e+00	-1.420363539027538557e+01	2.668719977663195575e+00
-1.113997963289796278e+00	-1.400032095192393022e+01	2.590365875249308392e+00
-1.094874393469212448e+00	-1.377819581461802834e+01	2.506470169427041039e+00
-1.082457557100121148e+00	-1.356131483226565670e+01	2.431208086910344068e+00
-1.063633712240995344e+00	-1.332903681625784031e+01	2.342757951917382897e+00
-1.043224805367140906e+00	-1.309869688015213463e+01	2.259063535381780063e+00
-1.021102650563169956e+00	-1.285941583722017789e+01	2.178093815370229613e+00
-9.958228017178319957e-01	-1.262478085356175761e+01	2.094130204575098020e+00
-9.754498843026618848e-01	-1.240967402403998676e+01	2.012971435986795399e+00
-9.547095928164635037e-01	-1.221345807645402815e+01	1.943059220842048962e+00
-9.249924654923257217e-01	-1.198068279895870525e+01	1.857036185562605635e+00
-9.008486799304922243e-01	-1.179595339430025014e+01	1.785386690462400949e+00
-8.782339622680267466e-01	-1.161420340698738762e+01	1.715927003564925890e+00
-8.575757774773908881e-01	-1.145400389625111259e+01	1.654977608079348794e+00
-8.375098468872922419e-01	-1.129698588873891829e+01	1.592125507462148315e+00
-8.108568736165285840e-01	-1.115365169968364611e+01	1.530262140005798521e+00
-7.874822067588312935e-01	-1.100692878674309227e+01	1.468253541106801840e+00
-7.596953711655959340e-01	-1.085723457654938784e+01	1.403313301514128364e+00
-7.184705880146359247e-01	-1.071241790976280051e+01	1.339491119381819750e+00
-6.756083975608808689e-01	-1.056540835655806454e+01	1.279409808091897416e+00
-6.276895286568483501e-01	-1.042258211653355282e+01	1.222504870923797560e+00
-5.772436730024700369e-01	-1.026500712815879091e+01	1.162803518442260042e+00
-5.237966756564123028e-01	-1.012094951208920790e+01	1.103445966258314703e+00
-4.850969476363484190e-01	-1.000976857308301859e+01	1.057444880291974476e+00
-4.432423112331925208e-01	-9.875597046432126547e+00	9.989152794968974014e-01
-4.170470414474030663e-01	-9.780420898279572839e+00	9.574540553453841918e-01
-3.935502547626963388e-01	-9.682247580171937429e+00	9.145614231468531807e-01
-3.759509978198060098e-01	-9.594299992250661546e+00	8.774289820749457958e-01
-3.641071424561639902e-01	-9.511934524687053027e+00	8.416228481034785380e-01
